,LA_DEFENSE,CHAMPIGNY-SUR-MARNE,Avenue_des_Champs_Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS_7ème,PARIS_12ème,PARIS_13ème,PARIS_18ème,Zone_rurale_Sud-Est_-_Forêt_de_Fontainebleau,Zone_rurale_Sud-Ouest_-_Forêt_de_Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard_Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route_nationale_2_-_PANTIN,Route_Nationale_6_-_MELUN,PARIS_1er_Les_Halles,Paris_stade_Lenglen,Boulevard_Soult,Place_de_l'Opéra,RN20_Montlhéry,Boulevard_Périphérique_Est,ARGENTEUIL,AUBERVILLIERS,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,Place_Victor_Basch,BOBIGNY,Rue_Bonaparte,Quai_des_Célestins,Tour_Eiffel_3ème_étage,OBJECTID
,DEF,CHAMP,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,PA01H,PA15L,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,EIFF3,0
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,1
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,3
2019-04-16 16:00:00Z,3.800000,3.600000,31.300000,2.200000,0.700000,1.600000,1.800000,4.600000,4.600000,2,2.200000,3.200000,4.300000,1.300000,3.300000,0.100000,0,4.300000,4.600000,53.500000,3,2.500000,3.800000,16.800000,117.900000,,0.100000,45.900000,120,190.400000,29.600000,5.900000,2.500000,141.800000,225.400000,,1.600000,91.600000,54.200000,1.600000,2539
2019-04-16 17:00:00Z,3.400000,3.800000,39.100000,2.300000,1.200000,1,0.800000,5.100000,5.900000,1.900000,2,2.400000,4.400000,1.100000,2.200000,0.100000,0,4.300000,4.200000,81.200000,4.300000,1.800000,2.600000,19,100.400000,,0,26.200000,125.200000,157,33.400000,5.600000,1.400000,125.200000,249.600000,,0.800000,46.400000,64.700000,0.500000,2540
2019-04-16 18:00:00Z,6.400000,2,27.100000,1.900000,0.500000,0.900000,0.600000,3.700000,4.700000,1.500000,2,3,4,1,3.200000,0,0,1.700000,4.200000,70,2.700000,1.200000,4.200000,16,94.600000,,0,18.600000,98.100000,108.900000,3,3.800000,1.100000,107.900000,171,,0.600000,39.100000,52.100000,0.800000,2541
2019-04-16 19:00:00Z,5.700000,1.100000,28.700000,1.600000,0.300000,0.900000,0,6.400000,3.500000,1.300000,2.200000,3.800000,4.100000,0.400000,4,0,0.400000,2.600000,2.800000,41,1.400000,0.600000,2.700000,14.300000,54.600000,,0,11.500000,55.100000,74.800000,5.600000,3.600000,0.400000,116.100000,175.900000,,0.500000,37.600000,46.500000,0.800000,2542
2019-04-16 20:00:00Z,4.600000,0.500000,18.600000,0.700000,0.200000,1,0,3.500000,1.700000,0.900000,2.200000,1.300000,3.900000,0.400000,2.300000,0,0.500000,1.400000,2.700000,29.500000,1,0.900000,1.800000,14.200000,47.900000,,0,2.700000,50,99.300000,2.600000,2.100000,0.300000,108.300000,177.400000,,0.900000,26.600000,34.200000,0.600000,2543
2019-04-16 21:00:00Z,1.900000,1.200000,16.400000,0.700000,0.400000,0.800000,0,2.500000,0.900000,1.500000,1.800000,2.200000,4.400000,0.400000,2.400000,0,0,1.500000,2.800000,40.300000,0.900000,0.700000,0.700000,8.700000,24.600000,,0,3.100000,40.200000,78.300000,3.300000,2,0.400000,139.900000,105.400000,,0.500000,37.200000,40.200000,0.300000,2544
2019-04-16 22:00:00Z,0.800000,1.800000,20.700000,1.200000,0.100000,0.700000,0,2.300000,0.800000,1.800000,2,1.900000,4,0.600000,2.600000,0,0,1.300000,1.600000,36.700000,1,0.900000,1.500000,9.400000,25.900000,,0,4.400000,44.900000,64.600000,14.400000,2.100000,0.300000,109.300000,155.300000,,1.100000,67.600000,54.700000,0.700000,2545
2019-04-16 23:00:00Z,0.400000,2.300000,32.300000,0.500000,0.300000,1.200000,0,2.100000,1,1.600000,2.500000,1.100000,2.500000,0.400000,1.400000,0,0,1.400000,1.800000,36.900000,0.600000,0.900000,1.600000,9,16.300000,,0,3.900000,30,47.600000,37.900000,2.600000,0.300000,92.700000,128.400000,,2,65.200000,23.900000,0.700000,2546
2019-04-17 00:00:00Z,0.200000,2.800000,13.600000,0.600000,0.500000,1.400000,0,5.300000,1.700000,1.100000,1.500000,0.500000,1.700000,0.600000,1.200000,0,0,1.300000,1.700000,20.800000,0.600000,0.700000,0.600000,7.300000,12.200000,,0,2.100000,23.200000,34.900000,8.500000,1.600000,0.300000,61.600000,107.700000,,1.100000,5.900000,16.900000,0.500000,2547
2019-04-17 01:00:00Z,0.100000,1.500000,9.900000,0.600000,0.600000,2,0,5.100000,1.700000,1.200000,1.700000,0.600000,1.200000,0.900000,1,0.100000,0,1.400000,1.800000,12.800000,0.500000,0.600000,0.800000,5.600000,10.700000,,0,20,16.800000,43.400000,78.800000,1.600000,0.300000,101.400000,74.200000,,1.400000,10.400000,17.100000,1,2548
2019-04-17 02:00:00Z,0.600000,7.400000,17.700000,0.600000,0.900000,8,1.100000,6.300000,0.800000,1,2,0.600000,8.300000,1,2.400000,0.100000,0,1.200000,1.300000,11.900000,0.500000,3.200000,4.100000,11.500000,13.700000,,0,17.500000,12.900000,90,107,6.700000,1.300000,136.200000,90.900000,,1.600000,9.400000,18.500000,0.800000,2549
2019-04-17 03:00:00Z,0.300000,3.400000,16.800000,4.400000,3.900000,3.200000,10.700000,3.500000,1.400000,1.700000,3.900000,0.600000,10.200000,2.500000,1.800000,0.100000,0,1.900000,2.900000,16.600000,0.900000,6.200000,18.200000,21.100000,42,,0,18.900000,13.600000,140.300000,95,22,3.400000,161.500000,131.700000,,4,7.700000,26.800000,0.800000,2550
2019-04-17 04:00:00Z,5.100000,8.100000,16.200000,33.700000,34.100000,14.900000,27.800000,5.200000,3.400000,7.400000,13.700000,0.600000,27.100000,5.400000,8.300000,0.100000,0,2.400000,6.500000,17.100000,0.900000,17.500000,24.200000,43.900000,75.100000,,0,68,24.500000,311.400000,234.900000,59.400000,23.600000,263.500000,155.400000,,34.400000,7,86.300000,0.700000,2551
2019-04-17 05:00:00Z,30.500000,30.400000,83.800000,67.400000,143.300000,82.900000,85.800000,13.700000,3.600000,41.400000,52.400000,13,63.900000,71.200000,51.900000,0.200000,0,3.400000,24.600000,67,25.900000,37.600000,107.400000,123.800000,125.600000,,11.300000,121,81,448.800000,297,84,104.200000,480.100000,222.600000,,93.500000,66.500000,165.600000,0.800000,2552
2019-04-17 06:00:00Z,40.500000,104.600000,117.300000,61,253.600000,103.800000,103.700000,48.700000,10.200000,57.100000,76.900000,47.200000,120,164.800000,87.700000,1.100000,0.100000,131.300000,134.100000,176.300000,100.600000,101.300000,219.700000,211.300000,202,,50,206.600000,212.200000,466.600000,375.500000,68.900000,135.300000,633.400000,503.700000,,177.400000,199.600000,294.100000,0.700000,2553
2019-04-17 07:00:00Z,47.900000,71.500000,111.300000,93.800000,233,142.500000,72.300000,45.300000,19.300000,57.800000,98.700000,40.700000,137.600000,244.200000,164.800000,2.400000,1.800000,188.300000,87.700000,207.800000,99.700000,123.700000,194.300000,268,244.100000,,88.400000,174.300000,260,408.700000,394.200000,68.100000,146.500000,360.700000,379.900000,,203,271.800000,350,14,2554
2019-04-17 08:00:00Z,110.800000,52,97.600000,67.200000,130.100000,64.200000,,55,14.900000,63.900000,62.800000,48.900000,97.800000,148.400000,72.900000,2.700000,3.300000,228.100000,86.100000,168.100000,8.800000,88.800000,88,208.900000,182,,48.100000,120.400000,218.900000,208,283.100000,97.100000,94.400000,103.200000,335.500000,,171,165,217.200000,54.300000,2555
2019-04-17 09:00:00Z,56.400000,14.900000,46.200000,40.800000,101.200000,13.800000,4.800000,37.800000,13.500000,41.900000,25.600000,14.700000,63.800000,23.700000,26.100000,1.700000,2.200000,50.300000,29.900000,122,3.900000,21.900000,37.300000,105.700000,94.500000,,48.300000,93.400000,168.100000,130.900000,219.200000,62,20,199.700000,143.900000,,17.600000,81,79.200000,21.500000,2556
2019-04-17 10:00:00Z,20.700000,,47.600000,20.900000,30,9.800000,1.700000,10.400000,6.600000,17.700000,13.900000,5.400000,28.700000,20.400000,16.900000,1.300000,0.900000,17.300000,6.800000,85.200000,4.400000,12,12.500000,92.500000,102.400000,,11.400000,20.400000,99.900000,118.800000,123.600000,40.700000,11.400000,97.300000,153.500000,,12.900000,60.800000,72.800000,8.500000,2557
2019-04-17 11:00:00Z,10.900000,,39.200000,6.700000,17.700000,8.100000,0.700000,8.700000,3.300000,6.900000,8.400000,5.400000,6.600000,4.500000,12.400000,1.300000,0.100000,13.800000,3.900000,71,6.100000,4,2.700000,70.100000,51.500000,,5.600000,17.200000,124.700000,84.900000,125.700000,12.600000,6.900000,85.100000,127,,6.500000,61.200000,56.200000,8.100000,2558
2019-04-17 12:00:00Z,9.200000,,28.700000,2.300000,12.800000,5.900000,1,4.100000,1.400000,3.400000,6.600000,3.300000,3.900000,3.200000,7.300000,0.400000,0,8.500000,3.100000,71.300000,4.500000,3.700000,2.100000,59.700000,37.800000,,2.800000,8.300000,120.900000,75.100000,97.600000,14.200000,5.700000,100.800000,102.400000,,3.800000,51.900000,44.600000,5.200000,2559
2019-04-17 13:00:00Z,8.400000,,26.900000,1.200000,8.600000,2.900000,0.300000,3.800000,0.900000,3,6.100000,2.400000,2.700000,2.900000,5.300000,0.100000,0.200000,4.700000,2.400000,52.800000,3.800000,2.700000,2.500000,52.300000,50,,2.500000,5.600000,84.500000,84.400000,108.700000,7.100000,2.900000,94.800000,76.400000,,2.600000,67.400000,42.200000,4,2560
2019-04-17 14:00:00Z,9.100000,1.300000,20.300000,1.200000,4.800000,1.900000,0.400000,3.900000,0.700000,1.900000,4.600000,2.600000,2.300000,2.300000,4.400000,0,0.200000,3.300000,2.800000,29.700000,3.500000,2.200000,2.300000,58.300000,44.200000,,1.900000,4.600000,89.600000,54.600000,128.900000,3.700000,1.800000,76.900000,56.100000,,1.900000,52.800000,56.400000,3.200000,2561
2019-04-17 15:00:00Z,6.500000,1.300000,16.500000,1.600000,4.100000,1.800000,0.300000,5.400000,0.700000,1.700000,3.500000,1.300000,1.900000,1.800000,3.200000,0,0,2.300000,1.500000,38.100000,2.600000,2.300000,1.100000,50.500000,59.400000,,1.900000,3.900000,89.100000,45.400000,126.800000,2.100000,1.600000,117.100000,54.800000,,1.700000,38,52.400000,2.600000,2562
2019-04-17 16:00:00Z,8.900000,0.600000,9.300000,1.500000,3.500000,1.800000,0.300000,5.900000,1,1.500000,3.400000,1.600000,1.700000,1.800000,3.500000,0,0,1.400000,1.700000,27.100000,2.200000,2.100000,0.800000,45.900000,86.400000,,0.900000,2.800000,71.300000,61.500000,104.900000,1.200000,1.200000,122.900000,47.800000,,1.700000,49.500000,78.500000,1.800000,2563
2019-04-17 17:00:00Z,7.100000,1.100000,10.600000,0.500000,3.300000,2.200000,0,3.400000,0.600000,2.100000,3.200000,0.900000,2.600000,1.700000,3.500000,0,0,1.500000,1.900000,24.800000,1.600000,2.700000,1.100000,48.700000,99.900000,,1.200000,2,79.400000,48.300000,109.100000,1.200000,1,120,50,,1.600000,59.200000,54,1.500000,2564
2019-04-17 18:00:00Z,6.700000,0.400000,6.800000,0.500000,2,1.900000,0,2.500000,0.400000,2.500000,2.500000,0.500000,1.600000,0.900000,3.100000,0,0,1.200000,2.100000,18.400000,1.100000,2,0.400000,40.400000,104.100000,,0.300000,1.500000,152.100000,46.700000,96.400000,0.900000,0.600000,123.700000,42.600000,,0.800000,38.400000,65.600000,1.400000,2565
2019-04-17 19:00:00Z,1.900000,2.100000,2.700000,0.700000,1.800000,1.300000,0,3.100000,0.700000,2.400000,1.400000,0.300000,0.900000,0.600000,2.200000,0,0.100000,0.500000,4.200000,20.300000,4.700000,1.400000,0.200000,39.900000,86.400000,,0,1,83.200000,66.800000,122.300000,0.400000,0.900000,102.900000,38.400000,,0.200000,25.300000,83.800000,0.900000,2566
2019-04-17 20:00:00Z,2.200000,13.600000,2.900000,0,2.100000,5.100000,0,1.300000,0.900000,2.200000,1.100000,0.300000,1.500000,0.200000,2,0,0,0.500000,4.600000,16.800000,0.700000,1.100000,0.100000,50.400000,34.300000,,0,2.400000,51,50.700000,138,0.400000,0.600000,88.700000,71.400000,,0.300000,36.400000,53.800000,1.100000,2567
2019-04-17 21:00:00Z,3.600000,0.400000,2.200000,0.300000,2.100000,2.200000,0,4.600000,0.300000,2.100000,1,0.400000,1.300000,0.400000,2.100000,0,0,0.500000,2.700000,24,1.400000,0.900000,0.300000,66.300000,19.200000,,0,3.800000,42.900000,43.300000,87.600000,0.500000,0.600000,104.300000,84.900000,,2,22.700000,29,0.700000,2568
2019-04-17 22:00:00Z,2.200000,0.900000,3,0.100000,1.700000,1.900000,0,2.900000,2.800000,3.900000,1.100000,0.500000,1.200000,0.200000,1.800000,0,0,0.900000,3.300000,31.400000,0.900000,1.100000,0.300000,38.700000,15.900000,,0,1.300000,45.300000,33.300000,65.900000,0.600000,0.500000,109,61.200000,,1.100000,49.600000,48.100000,0.300000,2569
2019-04-17 23:00:00Z,1.500000,0.600000,1.900000,0,0.900000,1.500000,0,0.700000,0.300000,1.500000,0.900000,0.500000,0.900000,0.200000,2.200000,0,0,0,2.200000,23.400000,0.900000,0.600000,0.400000,27.100000,20,,0,0,29.900000,26.200000,45.200000,0.200000,0.200000,100.900000,46,,0.300000,35.300000,24.200000,1,2570
2019-04-18 00:00:00Z,0.400000,1.800000,0.300000,0.400000,0.500000,1.100000,0,1.100000,0.600000,1.700000,1,0.400000,1.200000,0.200000,1.500000,0,0,0.500000,1.300000,12.100000,0.600000,0.500000,0.300000,22.900000,18.900000,,0,0,19.700000,19.800000,46.200000,0.100000,0.200000,60.600000,37.600000,,0.500000,6.200000,19.700000,0.900000,2571
2019-04-18 01:00:00Z,0.100000,0.200000,2.800000,0.600000,0.400000,1.300000,0.200000,2.900000,0.500000,2.500000,1.100000,0.400000,0.800000,0.300000,2.800000,0.100000,0,0.500000,1.600000,6.600000,0.600000,0.700000,0.400000,19.400000,6.800000,,0,0,13,16.300000,39.800000,0.100000,0.600000,54.100000,32.700000,,0.500000,3.300000,12,0.600000,2572
2019-04-18 02:00:00Z,0.600000,2.100000,0.400000,0.400000,0.500000,1.100000,0,3.400000,0.400000,1.900000,1.100000,0.500000,0.800000,0.300000,2,0.100000,0,0.600000,2.100000,13.500000,0.700000,1,0.200000,25.600000,6.100000,,0,0,10.100000,35.200000,38.500000,0.200000,0.200000,56.200000,35.300000,,0.800000,4.400000,7.100000,1.300000,2573
2019-04-18 03:00:00Z,0.600000,1.700000,0.800000,0.100000,0.500000,1.800000,0,2.300000,0.300000,2.500000,0.900000,0.600000,0.700000,0.200000,2.200000,0.100000,0,0.900000,1.700000,17.200000,0.600000,0.900000,0.600000,20.100000,21.900000,,0,0,12.900000,46.200000,90.300000,2.800000,0.400000,127.200000,54.100000,,0.800000,4,10.700000,0.600000,2574
2019-04-18 04:00:00Z,2.100000,5.500000,0.600000,0.200000,5.500000,4.500000,1.400000,3.200000,0.600000,3.200000,1.500000,1.100000,0.700000,0.400000,4,0,0,1.500000,1.800000,5.700000,0.600000,2.400000,1.600000,32.700000,78.800000,,0,2.100000,13.900000,107.100000,179.500000,0.400000,1.100000,197.400000,104.500000,,3.800000,3,59.900000,0.700000,2575
2019-04-18 05:00:00Z,12.600000,2.700000,8.200000,0.500000,4.100000,4.700000,1,6.700000,0.500000,2.200000,8,2.300000,1.800000,0.600000,16.700000,0,0,1.800000,5.500000,28.300000,2,6.900000,3.100000,128.600000,159.600000,,1.600000,6.400000,51.500000,163.400000,203.600000,1.900000,11,225.700000,138.200000,,4.200000,24,98.600000,0.800000,2576
2019-04-18 06:00:00Z,42.100000,18.100000,20.400000,1.400000,20.800000,5.800000,6.700000,4.300000,1.600000,8.100000,44.300000,12.700000,3.600000,2.800000,53.400000,0.400000,0.100000,14.800000,7.700000,59.300000,25.100000,8,9.100000,167.800000,244.200000,,13.500000,25.400000,111.600000,160.300000,226.400000,5.400000,29.700000,206,217.200000,,28.600000,142.700000,177,2.100000,2577
2019-04-18 07:00:00Z,63.700000,14.100000,43.100000,6.600000,25.500000,16.400000,7,8,2.900000,8,47.500000,26.100000,10.300000,7.900000,41.100000,1,1.300000,18.800000,13.600000,95.400000,32,8.900000,22.800000,124.900000,200.700000,,28.600000,40.500000,128.100000,139.100000,181.100000,9.700000,23.100000,243.300000,184.500000,,18.300000,155.600000,216.600000,6,2578
2019-04-18 08:00:00Z,60.300000,4.800000,53.300000,6,23.900000,12.800000,3.700000,9,2.400000,5.800000,39.100000,16.900000,12.800000,13.700000,25.900000,1.400000,2.700000,14.600000,5.800000,93.200000,16.900000,7.700000,13.900000,107.700000,129.700000,,13.700000,33.600000,139.200000,83.800000,184.900000,12.400000,13.800000,211.400000,130,,15.500000,123.800000,176.800000,15,2579
2019-04-18 09:00:00Z,42.600000,4.600000,26.700000,4,13.200000,9.400000,2.700000,11.600000,2.400000,4.400000,27.500000,11.700000,10.400000,12.900000,19,1.100000,4.100000,8.900000,4.200000,72.800000,11.500000,7.800000,6.600000,119.300000,84.300000,,15.600000,15.400000,118.600000,59.500000,176.700000,8.600000,8.500000,218.100000,123.600000,,6.600000,82.800000,134.700000,15.100000,2580
2019-04-18 10:00:00Z,25.100000,4.100000,13.600000,2.500000,9,10.300000,1.400000,11,1.600000,2.600000,14.100000,7.100000,5.800000,6.100000,10.300000,0.800000,3.100000,5.300000,3,45.400000,12.600000,4.400000,4.800000,72,90.400000,,9,8.700000,103.400000,50,127.100000,5.100000,3.600000,184.500000,97.500000,,4.200000,75.700000,120.700000,9.300000,2581
2019-04-18 11:00:00Z,15.200000,2,18.800000,1.700000,6,4.700000,0.900000,5.700000,1.200000,1.700000,6.900000,4,3.900000,3.100000,6.900000,0.700000,1.800000,2.800000,2.200000,29.600000,6.200000,2.400000,2.900000,67.500000,57.100000,,2.700000,5.400000,97.700000,53.400000,100.900000,3.500000,2,127.600000,73.800000,,3.300000,54.700000,97.600000,5.900000,2582
2019-04-18 12:00:00Z,7.700000,0.800000,15.700000,1,3.800000,2.100000,0.100000,3.900000,0.700000,5,4.700000,2.400000,2.700000,3,4.300000,0.300000,0.600000,2.200000,1.600000,30.500000,3.300000,2.100000,1.300000,51.400000,50.800000,,1.600000,2.400000,71.400000,48.800000,85,2.100000,2,118.200000,50.800000,,2.500000,35.700000,67.300000,2.500000,2583
2019-04-18 13:00:00Z,4,1,,1.200000,3.200000,1.500000,0.300000,3.400000,0.800000,1.200000,5,1.700000,1.600000,2.100000,2.800000,0,0.100000,2.100000,1.600000,43.700000,1.700000,1.500000,1.400000,39.200000,47.100000,,1.200000,0.800000,77.500000,49.800000,79.500000,2.100000,1.800000,57.500000,44.500000,,1.800000,20.900000,26.200000,1.900000,2584
2019-04-18 14:00:00Z,4.700000,0.300000,,0.600000,2.800000,1.500000,0,1.600000,0.400000,1,3.700000,1.900000,1.600000,2.100000,2.800000,0,0.100000,1.200000,1.800000,27.900000,1.400000,2,1,56.300000,61.500000,,0.600000,1.200000,102,46.200000,89.700000,0.800000,1,63.700000,48.100000,,1.900000,39.600000,57,1.700000,2585
2019-04-18 15:00:00Z,6.300000,0.400000,,0.800000,2.800000,1.400000,0,2.100000,0.900000,2,2.600000,0.800000,1.400000,1.200000,2.800000,0,0,1.400000,2.200000,20.700000,1.800000,1.600000,0.800000,52.100000,66.100000,,0.500000,2.400000,95.300000,49.200000,95.500000,1.300000,1,101.500000,52.500000,,1.600000,43.100000,50,1.700000,2586
2019-04-18 16:00:00Z,7.900000,0.200000,,0.700000,2.400000,1.400000,0,2.800000,0.900000,2.100000,2.100000,0.600000,1.300000,1.200000,2.500000,0,0,1.100000,1.600000,25.900000,1.400000,1.700000,0.500000,45.500000,87.100000,,0.300000,1,114.600000,64.500000,87.500000,1.400000,0.800000,117.600000,48.400000,,1.200000,59.700000,30,1.300000,2587
2019-04-18 17:00:00Z,7.200000,0.600000,,0.100000,1.900000,1.100000,0,3.800000,0.100000,1.400000,1.900000,0.600000,0.800000,0.900000,2.100000,0,0,0.900000,1.900000,25.100000,1.500000,2.200000,0.600000,38.200000,83.100000,,0.100000,2.500000,95.600000,56.800000,97.900000,0.700000,0.600000,107.600000,52.400000,,0.700000,67.400000,76.300000,1.200000,2588
2019-04-18 18:00:00Z,5.300000,0.100000,,0.500000,1.500000,1.500000,0,3.900000,0.300000,1.300000,1.600000,0.400000,1.400000,0.500000,1.900000,0,0,0,1.800000,24.800000,1.300000,1.100000,0.400000,42.700000,63.500000,,0.100000,2.400000,85.800000,43.600000,105.600000,0.600000,0.200000,80.300000,44,,0.600000,38.800000,82.100000,1,2589
2019-04-18 19:00:00Z,4.500000,0.700000,,0.200000,1.400000,2.100000,0,6.500000,0.300000,0.500000,0.900000,0.400000,1.100000,0.400000,2.200000,0,0,0,1.600000,19.500000,1.400000,1.300000,0.200000,48.900000,33.600000,,0,3.200000,81,46.500000,144.900000,0.500000,0.200000,91.600000,60.700000,,0.400000,52.900000,112.800000,0.600000,2590
2019-04-18 20:00:00Z,2.300000,0.300000,,0.100000,1.700000,1.700000,0.400000,3.600000,0.200000,0.500000,0.600000,0.400000,1.400000,0.200000,1.700000,0,0,0.600000,1.400000,45.200000,0.700000,1,0.200000,76.100000,13.600000,,0,17.300000,70.500000,52.900000,175.800000,0.700000,0.700000,112,88,,1.400000,41.400000,65.200000,1,2591
2019-04-18 21:00:00Z,1.600000,14.600000,5.200000,0.100000,0.900000,0.600000,0,1,0.100000,0.600000,1.100000,0.600000,1.500000,0.400000,2.600000,0,0,0.600000,1.200000,21.400000,0.700000,1,0.500000,60.700000,10.100000,,0,4.400000,49,38.300000,117.800000,0.400000,0.500000,94.200000,65.300000,,0.600000,68.300000,56.800000,0.500000,2592
2019-04-18 22:00:00Z,0.400000,1.100000,2.200000,0.300000,0.500000,0.900000,0,0.400000,0.300000,1.300000,1.200000,0.500000,1.300000,0.100000,1.800000,0,0,0.700000,1.300000,13.700000,0.800000,1,0.800000,59,6.600000,,0,1.400000,42.400000,33.300000,99.200000,0,0.400000,95.500000,63.600000,,0.600000,54.500000,55.800000,0.400000,2593
2019-04-18 23:00:00Z,1.300000,2.400000,4.200000,0.100000,0.200000,1.300000,0,0.800000,0.400000,1.900000,0.800000,0.400000,1,0.200000,1.500000,0,0,0.800000,1.600000,15.800000,1.100000,0.700000,0.600000,34.300000,8.100000,,0,0.200000,28.900000,10.400000,77.800000,0,0.900000,173.800000,69.400000,,0.600000,64,30.400000,0.400000,2594
2019-04-19 00:00:00Z,1.100000,0.500000,2.100000,0.200000,0,0.900000,0,0,0.400000,1.300000,0.800000,0.400000,0.800000,0.300000,1.600000,0,0,0.600000,1.400000,24.100000,0.700000,1.100000,0.200000,24.200000,18.400000,,0,0,24.500000,12.700000,38.500000,0,0.400000,139,33,,0.400000,33.500000,33.300000,1,2595
2019-04-19 01:00:00Z,0,1.700000,1.500000,0.200000,0.100000,0.700000,0,0.300000,0.500000,1.700000,0.700000,0.600000,0.800000,0.100000,2.300000,0.100000,0,0.300000,1.500000,7.400000,1,1.200000,0.200000,16.100000,9.900000,,0.900000,0,16.900000,13.700000,35.100000,0,0.700000,115.700000,34.700000,,0.600000,21.700000,17.500000,0.700000,2596
2019-04-19 02:00:00Z,0,0.300000,0.700000,0.400000,0.200000,0.800000,0,0.500000,0.500000,0.800000,0.600000,0.600000,0.800000,0.200000,1.600000,0.100000,0,0.400000,1.600000,7.800000,0.900000,0.500000,0.400000,7.700000,10.600000,,0,2,14.400000,24.800000,47.200000,0,1,79,35.500000,,0.600000,10.400000,9.700000,0.700000,2597
2019-04-19 03:00:00Z,0.100000,2.500000,2.200000,0.700000,0.200000,0.900000,0,6,0.300000,0.600000,0.700000,0.600000,1,0.300000,2.400000,0,0,0.800000,1.500000,4.200000,1,0.500000,0.500000,10.700000,32.800000,,0.700000,0.500000,13.800000,72,68.200000,18,1,102.900000,65.800000,,1,2.500000,15.100000,0.700000,2598
2019-04-19 04:00:00Z,0.500000,5.700000,2.600000,0.200000,0.700000,12.700000,0.100000,24.500000,0.500000,1.300000,0.700000,0.800000,1.500000,0.500000,5.600000,0.100000,0,1,1.800000,3.400000,0.900000,1,0.800000,18.700000,94,,0.500000,11.400000,18.300000,251.600000,112.500000,90.200000,1.300000,183.100000,148.300000,,2,9.100000,69.200000,1,2599
2019-04-19 05:00:00Z,1.700000,31.500000,6.800000,0.100000,3.400000,19.800000,2.100000,71.700000,1.800000,5.400000,1.600000,1.600000,1.900000,1,6.600000,0.200000,0,3.300000,13.700000,15.900000,3.300000,6.400000,3.700000,55.500000,223,,5.600000,60.400000,42.700000,293.600000,165.600000,124.100000,1.800000,264.600000,167.300000,,37.200000,42,123.900000,0.600000,2600
2019-04-19 06:00:00Z,18.200000,52.800000,16.800000,1.600000,16.900000,23.500000,8.400000,59.400000,17.200000,33.400000,18.600000,11.700000,12.100000,14.100000,47.700000,2.500000,0.200000,20,36.200000,55,37.900000,17.100000,25.600000,67.500000,310.700000,,8.400000,126.500000,101.900000,314.600000,178.800000,191.100000,21.100000,256.300000,231.400000,,59.700000,84.600000,235.800000,0.600000,2601
2019-04-19 07:00:00Z,23.300000,43.800000,28.100000,4.700000,16.900000,19.100000,11.900000,33.600000,27.700000,33.700000,23.700000,26.200000,27.700000,31.400000,45.800000,5.700000,1.800000,12.100000,35.100000,81.600000,23.800000,25.500000,16.900000,58.600000,222.500000,,19.400000,107.300000,159.500000,165.900000,203.400000,114.700000,19.500000,204.100000,203.200000,,82.600000,146.900000,214,1.600000,2602
2019-04-19 08:00:00Z,36,13.400000,34.300000,8.100000,15.300000,10,18.300000,26.700000,5.800000,8,25.500000,23.200000,16.600000,16.800000,40.700000,1.200000,5,14.300000,9,82.700000,20,12.500000,15.600000,114.800000,143.900000,,26.600000,39.900000,143.500000,150.600000,205.300000,8,27,218,144,,25.300000,163.400000,172.300000,14.200000,2603
